Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2022-03-16T22:43:00Z,BTCUSDT,40954.96,-0.02345688,Market,Filled,-960.6755821, 
2022-03-16T22:43:00Z,BTCUSDT,0,0.02345688,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-17T01:49:00.0000000Z 
2022-03-16T22:43:00Z,BTCUSDT,41241.64,0.02345688,Stop Limit,Filled,967.4002005,Stop Market 
2022-03-17T01:52:00Z,BTCUSDT,41101.47,0.02320238,Market,Filled,953.6519255, 
2022-03-17T01:52:00Z,BTCUSDT,0,-0.02319309,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-17T06:32:00.0000000Z 
2022-03-17T01:52:00Z,BTCUSDT,40835.66,-0.02319309,Stop Limit,Filled,-947.1051376,Stop Market 
2022-03-17T09:32:00Z,BTCUSDT,40867.07,0.02316828,Market,Filled,946.8197205, 
2022-03-17T09:32:00Z,BTCUSDT,0,-0.02315901,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-17T10:04:00.0000000Z 
2022-03-17T09:32:00Z,BTCUSDT,40617.77,-0.02315901,Stop Limit,Filled,-940.6673416,Stop Market 
2022-03-17T12:07:00Z,BTCUSDT,40867.4,0.02301299,Market,Filled,940.4810675, 
2022-03-17T12:07:00Z,BTCUSDT,0,-0.02300378,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-17T16:16:00.0000000Z 
2022-03-17T12:07:00Z,BTCUSDT,40611.12,-0.02300378,Stop Limit,Filled,-934.20927,Stop Market 
2022-03-17T18:17:00Z,BTCUSDT,40812.41,0.02288436,Market,Filled,933.9658829, 
2022-03-17T18:17:00Z,BTCUSDT,0,-0.0228752,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-18T00:58:00.0000000Z 
2022-03-17T18:17:00Z,BTCUSDT,40526.72,-0.0228752,Stop Limit,Filled,-927.0568253,Stop Market 
2022-03-18T04:34:00Z,BTCUSDT,40592.2,0.02283384,Market,Filled,926.8758, 
2022-03-18T04:34:00Z,BTCUSDT,0,-0.0228247,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-18T10:57:00.0000000Z 
2022-03-18T04:34:00Z,BTCUSDT,40334.93,-0.0228247,Stop Limit,Filled,-920.6326768,Stop Market 
2022-03-18T12:45:00Z,BTCUSDT,40552.17,0.02269614,Market,Filled,920.3777276, 
2022-03-18T12:45:00Z,BTCUSDT,0,-0.02268706,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-18T13:35:00.0000000Z 
2022-03-18T12:45:00Z,BTCUSDT,40292.34,-0.02268706,Stop Limit,Filled,-914.1147351,Stop Market 
2022-03-18T13:39:00Z,BTCUSDT,40506.22,0.02256283,Market,Filled,913.9349558, 
2022-03-18T13:39:00Z,BTCUSDT,41235.33,-0.0225538,Limit,Filled,-930.0133858,Top Profit Limit 
2022-03-18T13:39:00Z,BTCUSDT,0,-0.0225538,Stop Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-18T16:29:00.0000000Z 
2022-03-18T21:21:00Z,BTCUSDT,41708.84,-0.0222699,Market,Filled,-928.8516959, 
2022-03-18T21:21:00Z,BTCUSDT,0,0.0222699,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-19T00:43:00.0000000Z 
2022-03-18T21:21:00Z,BTCUSDT,41999.23,0.0222699,Stop Limit,Filled,935.3186522,Stop Market 
2022-03-19T01:38:00Z,BTCUSDT,41749.61,-0.0220797,Market,Filled,-921.8188639, 
2022-03-19T01:38:00Z,BTCUSDT,0,0.0220797,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-19T15:26:00.0000000Z 
2022-03-19T01:38:00Z,BTCUSDT,42007.5,0.0220797,Stop Limit,Filled,927.5129978,Stop Market 
2022-03-19T17:23:00Z,BTCUSDT,41890.27,-0.02185371,Market,Filled,-915.4578124, 
2022-03-19T17:23:00Z,BTCUSDT,0,0.02185371,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-19T20:37:00.0000000Z 
2022-03-19T17:23:00Z,BTCUSDT,42157.31,0.02185371,Stop Limit,Filled,921.2936271,Stop Market 
2022-03-19T22:12:00Z,BTCUSDT,41852.99,-0.02171811,Market,Filled,-908.9678406, 
2022-03-19T22:12:00Z,BTCUSDT,0,0.02171811,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-19T23:19:00.0000000Z 
2022-03-19T22:12:00Z,BTCUSDT,42108.24,0.02171811,Stop Limit,Filled,914.5113882,Stop Market 
2022-03-19T23:26:00Z,BTCUSDT,42188.66,0.02140394,Market,Filled,903.0035473, 
2022-03-19T23:26:00Z,BTCUSDT,0,-0.02139537,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-20T00:35:00.0000000Z 
2022-03-19T23:26:00Z,BTCUSDT,41925.71,-0.02139537,Stop Limit,Filled,-897.016078,Stop Market 
2022-03-20T00:48:00Z,BTCUSDT,41998.78,-0.02134791,Market,Filled,-896.5861755, 
2022-03-20T00:48:00Z,BTCUSDT,41242.8,0.02134791,Limit,Filled,880.4475825,Top Profit Limit 
2022-03-20T00:48:00Z,BTCUSDT,0,0.02134791,Stop Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-20T16:06:00.0000000Z 
2022-03-20T19:13:00Z,BTCUSDT,41291.72,0.0220951,Market,Filled,912.3446826, 
2022-03-20T19:13:00Z,BTCUSDT,0,-0.02208626,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-21T02:24:00.0000000Z 
2022-03-20T19:13:00Z,BTCUSDT,41039.98,-0.02208626,Stop Limit,Filled,-906.4196687,Stop Market 
2022-03-21T05:16:00Z,BTCUSDT,40908.53,0.02215544,Market,Filled,906.3464819, 
2022-03-21T05:16:00Z,BTCUSDT,41644.88,-0.02214657,Limit,Filled,-922.2912501,Top Profit Limit 
2022-03-21T05:16:00Z,BTCUSDT,0,-0.02214657,Stop Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-22T02:04:00.0000000Z 
2022-03-22T06:15:00Z,BTCUSDT,42452.51,-0.02169485,Market,Filled,-921.0008366, 
2022-03-22T06:15:00Z,BTCUSDT,0,0.02169485,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-22T10:25:00.0000000Z 
2022-03-22T06:15:00Z,BTCUSDT,42749.68,0.02169485,Stop Limit,Filled,927.4478951,Stop Market 
2022-03-22T13:54:00Z,BTCUSDT,42719.35,-0.02139215,Market,Filled,-913.8587431, 
2022-03-22T13:54:00Z,BTCUSDT,0,0.02139215,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-22T14:12:00.0000000Z 
2022-03-22T13:54:00Z,BTCUSDT,42980.13,0.02139215,Stop Limit,Filled,919.437388,Stop Market 
2022-03-22T15:00:00Z,BTCUSDT,42756.13,-0.02123012,Market,Filled,-907.7177706, 
2022-03-22T15:00:00Z,BTCUSDT,41986.52,0.02123012,Limit,Filled,891.378858,Top Profit Limit 
2022-03-22T15:00:00Z,BTCUSDT,0,0.02123012,Stop Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-23T01:06:00.0000000Z 
2022-03-23T02:23:00Z,BTCUSDT,42436.5,0.02176139,Market,Filled,923.4772267, 
2022-03-23T02:23:00Z,BTCUSDT,0,-0.02175268,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-23T03:10:00.0000000Z 
2022-03-23T02:23:00Z,BTCUSDT,42163.79,-0.02175268,Stop Limit,Filled,-917.1754315,Stop Market 
2022-03-23T03:12:00Z,BTCUSDT,42209.49,-0.0217207,Market,Filled,-916.8196694, 
2022-03-23T03:12:00Z,BTCUSDT,0,0.0217207,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-23T13:02:00.0000000Z 
2022-03-23T03:12:00Z,BTCUSDT,42470.6,0.0217207,Stop Limit,Filled,922.4911614,Stop Market 
2022-03-23T13:49:00Z,BTCUSDT,42054.55,-0.02165281,Market,Filled,-910.5991808, 
2022-03-23T13:49:00Z,BTCUSDT,0,0.02165281,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-23T14:30:00.0000000Z 
2022-03-23T13:49:00Z,BTCUSDT,42318.43,0.02165281,Stop Limit,Filled,916.3129243,Stop Market 
2022-03-23T17:20:00Z,BTCUSDT,42434.14,-0.02130748,Market,Filled,-904.1645894, 
2022-03-23T17:20:00Z,BTCUSDT,0,0.02130748,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-23T23:43:00.0000000Z 
2022-03-23T17:20:00Z,BTCUSDT,42718.54,0.02130748,Stop Limit,Filled,910.2244367,Stop Market 
2022-03-24T01:50:00Z,BTCUSDT,42750.97,-0.02099148,Market,Filled,-897.4061317, 
2022-03-24T01:50:00Z,BTCUSDT,0,0.02099148,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-24T05:47:00.0000000Z 
2022-03-24T01:50:00Z,BTCUSDT,43008.05,0.02099148,Stop Limit,Filled,902.8026214,Stop Market 
2022-03-24T08:17:00Z,BTCUSDT,42987.78,-0.02073376,Market,Filled,-891.2983135, 
2022-03-24T08:17:00Z,BTCUSDT,0,0.02073376,Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-27T20:39:00.0000000Z 
2022-03-24T08:17:00Z,BTCUSDT,0,0.02073376,Stop Limit,Canceled,0,Canceled by CancelOpenOrders() at 2022-03-27T20:39:00.0000000Z 
2022-03-27T20:39:00Z,BTCUSDT,46457.58,0.00309958,Market,Filled,143.9989858,Margin Call 
